FECHA,FUENTE,ARTICULO,PROMEDIO,MINIMO,MAXIMO
2025-05-02,Medellín, Central Mayorista de Antioquia,Cebolla junca,2,100.00,2,000.00,2,200.00
2025-05-02,Medellín, Central Mayorista de Antioquia,Cilantro,3,000.00,3,000.00,3,000.00
2025-05-02,Medellín, Central Mayorista de Antioquia,Coles,1,913.00,1,800.00,2,000.00
2025-05-02,Medellín, Central Mayorista de Antioquia,Espinaca,2,100.00,2,000.00,2,200.00
2025-05-02,Medellín, Central Mayorista de Antioquia,Lechuga crespa verde,2,000.00,2,000.00,2,000.00
2025-05-02,Medellín, Central Mayorista de Antioquia,Perejil,3,925.00,3,800.00,4,000.00
2025-05-03,Medellín, Central Mayorista de Antioquia,Apio,900.00,800.00,1,000.00
2025-05-03,Medellín, Central Mayorista de Antioquia,Cebolla junca,2,425.00,2,300.00,2,500.00
2025-05-03,Medellín, Central Mayorista de Antioquia,Cilantro,4,875.00,4,500.00,5,000.00
2025-05-03,Medellín, Central Mayorista de Antioquia,Coles,1,625.00,1,500.00,1,700.00
2025-05-03,Medellín, Central Mayorista de Antioquia,Espinaca,2,100.00,2,000.00,2,200.00
2025-05-03,Medellín, Central Mayorista de Antioquia,Lechuga crespa verde,2,100.00,2,000.00,2,200.00
2025-05-03,Medellín, Central Mayorista de Antioquia,Perejil,3,925.00,3,800.00,4,000.00
2025-05-04,,,,,
2025-05-05,Medellín, Central Mayorista de Antioquia,Apio,950.00,900.00,1,000.00
2025-05-05,Medellín, Central Mayorista de Antioquia,Cebolla junca,2,950.00,2,800.00,3,000.00
2025-05-05,Medellín, Central Mayorista de Antioquia,Cilantro,7,375.00,7,000.00,7,500.00
2025-05-05,Medellín, Central Mayorista de Antioquia,Coles,1,650.00,1,600.00,1,700.00
2025-05-05,Medellín, Central Mayorista de Antioquia,Espinaca,2,100.00,2,000.00,2,200.00
2025-05-05,Medellín, Central Mayorista de Antioquia,Lechuga crespa verde,2,000.00,2,000.00,2,000.00
2025-05-05,Medellín, Central Mayorista de Antioquia,Perejil,3,900.00,3,800.00,4,000.00
2025-05-06,Medellín, Central Mayorista de Antioquia,Apio,1,000.00,900.00,1,100.00
2025-05-06,Medellín, Central Mayorista de Antioquia,Cebolla junca,3,100.00,3,000.00,3,200.00
2025-05-06,Medellín, Central Mayorista de Antioquia,Cilantro,5,625.00,5,500.00,6,000.00
2025-05-06,Medellín, Central Mayorista de Antioquia,Coles,1,625.00,1,500.00,1,700.00
2025-05-06,Medellín, Central Mayorista de Antioquia,Espinaca,2,100.00,2,000.00,2,200.00
2025-05-06,Medellín, Central Mayorista de Antioquia,Lechuga crespa verde,2,050.00,2,000.00,2,200.00
2025-05-06,Medellín, Central Mayorista de Antioquia,Perejil,3,900.00,3,800.00,4,000.00
2025-05-07,Medellín, Central Mayorista de Antioquia,Apio,1,175.00,1,000.00,1,200.00
2025-05-07,Medellín, Central Mayorista de Antioquia,Cebolla junca,3,275.00,3,200.00,3,300.00
2025-05-07,Medellín, Central Mayorista de Antioquia,Cilantro,5,050.00,5,000.00,5,200.00
2025-05-07,Medellín, Central Mayorista de Antioquia,Coles,1,625.00,1,500.00,1,700.00
2025-05-07,Medellín, Central Mayorista de Antioquia,Espinaca,2,075.00,2,000.00,2,200.00
2025-05-07,Medellín, Central Mayorista de Antioquia,Lechuga crespa verde,2,100.00,2,000.00,2,200.00
2025-05-07,Medellín, Central Mayorista de Antioquia,Perejil,3,900.00,3,800.00,4,000.00
2025-05-08,,,,,
